ユら戳,,戳る(秅),秨絃基,程蔼基,程基,Μ絃基,害禴基,害禴%,Θユ秖,挡衡基,ゼ≧綪计,程程ㄎ禦基,程程ㄎ芥基,菌程蔼基,菌程基,琌癟既氨ユ,ユ琿,基畉癸虫Α〆癠Θユ秖
2025/09/05,TX,202509/202511    ,-,-,-,-,-,-,0,-,-,-3,2,15,-36,,絃,12,
2025/09/05,TX,202509/202512    ,-25,-25,-25,-25,-,-,2,-,-,-30,-26,106,-199,,,10,
2025/09/05,TX,202509/202512    ,-,-,-,-,-,-,0,-,-,-20,-15,106,-199,,絃,5,
2025/09/05,TX,202509/202603    ,-,-,-,-,-,-,0,-,-,-79,-76,-60,-182,,,6,
2025/09/05,TX,202509/202603    ,-,-,-,-,-,-,0,-,-,-67,-58,-60,-182,,絃,1,
2025/09/05,TX,202509/202606    ,-120,-120,-120,-120,-,-,1,-,-,-150,-120,-104,-381,,,1,
2025/09/05,TX,202511/202512    ,-,-,-,-,-,-,0,-,-,-42,-24,-,-,,,4,
2025/09/05,TX,202511/202512    ,-,-,-,-,-,-,0,-,-,-,-16,-,-,,絃,1,
2025/09/08,TX,202509/202510    ,-7,-7,-12,-11,-,-,186,-,-,-10,-7,7,-37,,,642,
2025/09/08,TX,202509/202510    ,-,-,-,-,-,-,0,-,-,-8,-4,7,-37,,絃,822,
2025/09/08,TX,202509/202511    ,-,-,-,-,-,-,0,-,-,-10,-6,15,-36,,,27,
2025/09/08,TX,202509/202511    ,1,1,1,1,-,-,1,-,-,-6,0,15,-36,,絃,41,
2025/09/08,TX,202509/202512    ,-,-,-,-,-,-,0,-,-,-37,-34,106,-199,,,13,
2025/09/08,TX,202509/202512    ,-,-,-,-,-,-,0,-,-,-28,-21,106,-199,,絃,16,
2025/09/08,TX,202509/202603    ,-,-,-,-,-,-,0,-,-,-83,-79,-60,-182,,,4,
2025/09/08,TX,202509/202603    ,-,-,-,-,-,-,0,-,-,-80,-68,-60,-182,,絃,6,
2025/09/08,TX,202509/202606    ,-,-,-,-,-,-,0,-,-,-140,-120,-104,-381,,,3,
2025/09/08,TX,202510/202512    ,-,-,-,-,-,-,0,-,-,-,-13,-40,-53,,絃,5,
2025/09/08,TX,202510/202606    ,-,-,-,-,-,-,0,-,-,-158,-111,-172,-172,,,1,
2025/09/08,TX,202512/202603    ,-,-,-,-,-,-,0,-,-,-52,-,56,-19,,絃,3,
2025/09/08,TX,202512/202606    ,-,-,-,-,-,-,0,-,-,-92,-,-191,-191,,,2,
2025/09/09,TX,202509/202510    ,-14,-9,-20,-16,-,-,639,-,-,-17,-16,7,-37,,,1088,
2025/09/09,TX,202509/202510    ,-9,-9,-14,-14,-,-,2,-,-,-14,-10,7,-37,,絃,351,
2025/09/09,TX,202509/202511    ,-13,-13,-17,-17,-,-,4,-,-,-21,-17,15,-36,,,104,
2025/09/09,TX,202509/202511    ,-,-,-,-,-,-,0,-,-,-13,-8,15,-36,,絃,26,
2025/09/09,TX,202509/202512    ,-42,-42,-44,-44,-,-,9,-,-,-61,-59,106,-199,,,8,
2025/09/09,TX,202509/202512    ,-,-,-,-,-,-,0,-,-,-48,-38,106,-199,,絃,6,
2025/09/09,TX,202509/202603    ,-91,-91,-111,-110,-,-,7,-,-,-113,-108,-60,-182,,,9,
2025/09/09,TX,202509/202603    ,-,-,-,-,-,-,0,-,-,-95,-86,-60,-182,,絃,1,
2025/09/09,TX,202509/202606    ,-,-,-,-,-,-,0,-,-,-145,-120,-104,-381,,絃,1,
2025/09/09,TX,202510/202512    ,-40,-40,-40,-40,-,-,2,-,-,-,-41,-40,-53,,,2,
2025/09/09,TX,202512/202603    ,-,-,-,-,-,-,0,-,-,-52,-,56,-19,,,3,
2025/09/09,TX,202512/202603    ,-,-,-,-,-,-,0,-,-,-47,-,56,-19,,絃,1,
2025/09/09,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,-46,-34,-108,-117,,,3,
2025/09/10,TX,202509/202510    ,-19,-19,-24,-22,-,-,559,-,-,-23,-22,7,-37,,,1728,
2025/09/10,TX,202509/202510    ,-16,-16,-16,-16,-,-,1,-,-,-18,-13,7,-37,,絃,699,
2025/09/10,TX,202509/202511    ,-29,-29,-34,-34,-,-,14,-,-,-27,-22,15,-36,,,86,
2025/09/10,TX,202509/202511    ,-,-,-,-,-,-,0,-,-,-26,-20,15,-36,,絃,58,
2025/09/10,TX,202509/202512    ,-59,-59,-68,-67,-,-,20,-,-,-63,-59,106,-199,,,67,
2025/09/10,TX,202509/202512    ,-58,-58,-58,-58,-,-,3,-,-,-64,-58,106,-199,,絃,23,
2025/09/10,TX,202509/202603    ,-114,-113,-114,-113,-,-,4,-,-,-119,-114,-60,-182,,,27,
2025/09/10,TX,202509/202603    ,-,-,-,-,-,-,0,-,-,-111,-103,-60,-182,,絃,13,
2025/09/10,TX,202510/202511    ,-,-,-,-,-,-,0,-,-,-8,-,9,-6,,絃,1,
2025/09/10,TX,202510/202512    ,-,-,-,-,-,-,0,-,-,-,-38,-40,-53,,,2,
2025/09/10,TX,202510/202512    ,-,-,-,-,-,-,0,-,-,-,-41,-40,-53,,絃,1,
2025/09/10,TX,202511/202512    ,-,-,-,-,-,-,0,-,-,-,-35,-,-,,,7,
2025/09/10,TX,202511/202512    ,-,-,-,-,-,-,0,-,-,-,-36,-,-,,絃,1,
2025/09/10,TX,202512/202603    ,-,-,-,-,-,-,0,-,-,-57,-,56,-19,,,1,
2025/09/10,TX,202512/202603    ,-,-,-,-,-,-,0,-,-,-52,-,56,-19,,絃,1,
