交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/02/05,TX,202603  ,32011,32201,31848,31959,-493,-1.52%,2845,31957,7817,31950,31956,33173,17068,,一般,,
2026/02/05,TX,202603  ,32515,32639,31818,31938,-514,-1.58%,1557,-,-,31943,31951,33173,17068,,盤後,,
2026/02/05,TX,202604  ,32111,32300,31948,32054,-497,-1.53%,70,32054,294,32050,32057,33213,31570,,一般,,
2026/02/05,TX,202604  ,32702,32710,31934,32073,-478,-1.47%,68,-,-,32040,32059,33213,31570,,盤後,,
2026/02/05,TX,202606  ,32310,32420,32105,32105,-547,-1.68%,32,32177,430,32173,32181,33318,20819,,一般,,
2026/02/05,TX,202606  ,32785,32796,32050,32050,-602,-1.84%,80,-,-,32153,32169,33318,20819,,盤後,,
2026/02/05,TX,202609  ,32483,-,-,32483,0,0.00%,25,31986,269,31980,31993,33147,24962,,一般,,
2026/02/05,TX,202609  ,32538,32538,32096,32096,-387,-1.19%,3,-,-,31968,31983,33147,24962,,盤後,,
2026/02/05,TX,202612  ,32390,32390,32076,32076,-577,-1.77%,4,32157,95,32146,32169,33302,27382,,一般,,
2026/02/05,TX,202612  ,32800,32800,32050,32100,-553,-1.69%,19,-,-,32125,32202,33302,27382,,盤後,,
2026/02/06,TX,202602  ,31458,31883,31220,31807,-95,-0.30%,98135,31789,67210,31802,31807,33153,26305,,一般,,
2026/02/06,TX,202602  ,31951,32052,31484,31760,-142,-0.45%,109716,-,-,31752,31761,33153,26305,,盤後,,
2026/02/06,TX,202603  ,31522,31925,31280,31851,-106,-0.33%,3493,31843,8768,31846,31853,33173,17068,,一般,,
2026/02/06,TX,202603  ,31986,32100,31536,31796,-161,-0.50%,2705,-,-,31797,31811,33173,17068,,盤後,,
2026/02/06,TX,202604  ,31617,31995,31400,31930,-124,-0.39%,186,31945,421,31941,31950,33213,31400,,一般,,
2026/02/06,TX,202604  ,32110,32166,31700,31857,-197,-0.61%,151,-,-,31898,31915,33213,31570,,盤後,,
2026/02/06,TX,202606  ,31805,32062,31550,32062,-115,-0.36%,58,32074,426,32065,32084,33318,20819,,一般,,
2026/02/06,TX,202606  ,32157,32299,31844,32299,122,0.38%,29,-,-,32016,32044,33318,20819,,盤後,,
2026/02/06,TX,202609  ,31506,31875,31506,31798,-188,-0.59%,20,31890,267,31881,31900,33147,24962,,一般,,
2026/02/06,TX,202609  ,31683,31900,31661,31900,-86,-0.27%,21,-,-,31828,31863,33147,24962,,盤後,,
2026/02/06,TX,202612  ,31588,32060,31588,32060,-97,-0.30%,50,32085,114,32069,32102,33302,27382,,一般,,
2026/02/06,TX,202612  ,32050,32050,31850,31850,-307,-0.95%,25,-,-,31991,32066,33302,27382,,盤後,,
2026/01/09,TX,202601/202602    ,122,123,108,109,-,-,221,-,-,109,112,129,25,,一般,1352,
2026/01/09,TX,202601/202602    ,-,-,-,-,-,-,0,-,-,118,122,129,25,,盤後,356,
2026/01/09,TX,202601/202603    ,178,181,172,174,-,-,80,-,-,171,174,189,80,,一般,92,
2026/01/09,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,173,179,189,80,,盤後,12,
2026/01/09,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,293,298,230,59,,一般,15,
2026/01/09,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,282,299,230,59,,盤後,7,
2026/01/09,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,86,99,-29,-89,,一般,4,
2026/01/09,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,76,95,-29,-89,,盤後,9,
2026/01/09,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,168,199,90,-68,,一般,2,
2026/01/09,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,155,203,90,-68,,盤後,3,
2026/01/09,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,51,64,-,-,,一般,1,
2026/01/09,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,83,-,-,-,,盤後,3,
2026/01/12,TX,202601/202602    ,116,121,115,121,-,-,140,-,-,120,124,129,25,,一般,1109,
2026/01/12,TX,202601/202602    ,116,116,113,113,-,-,10,-,-,102,107,129,25,,盤後,558,
2026/01/12,TX,202601/202603    ,167,175,166,172,-,-,9,-,-,172,174,189,80,,一般,86,
2026/01/12,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,165,170,189,80,,盤後,54,
2026/01/12,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,322,328,230,59,,一般,6,
2026/01/12,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,297,312,230,59,,盤後,11,
2026/01/12,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,112,124,-29,-89,,一般,2,
2026/01/12,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,82,99,-29,-89,,盤後,12,
2026/01/12,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,198,227,90,-68,,一般,2,
2026/01/12,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,175,207,90,-68,,盤後,2,
2026/01/12,TX,202602/202603    ,45,45,45,45,-,-,4,-,-,46,69,45,45,,一般,31,
2026/01/12,TX,202606/202609    ,-,-,-,-,-,-,0,-,-,-242,-202,-210,-252,,一般,1,
2026/01/13,TX,202601/202602    ,112,122,110,121,-,-,110,-,-,119,123,129,25,,一般,1336,
2026/01/13,TX,202601/202602    ,-,-,-,-,-,-,0,-,-,108,113,129,25,,盤後,740,
2026/01/13,TX,202601/202603    ,171,171,169,169,-,-,14,-,-,168,173,189,80,,一般,161,
2026/01/13,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,162,169,189,80,,盤後,75,
2026/01/13,TX,202601/202606    ,324,341,321,337,-,-,14,-,-,336,341,341,59,,一般,26,
2026/01/13,TX,202601/202606    ,330,330,330,330,-,-,4,-,-,316,330,330,59,,盤後,10,
2026/01/13,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,127,137,125,-89,,一般,11,
2026/01/13,TX,202601/202609    ,125,125,125,125,-,-,4,-,-,112,126,125,-89,,盤後,11,
2026/01/13,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,218,274,90,-68,,一般,2,
2026/01/13,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,191,234,90,-68,,盤後,4,
2026/01/13,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,81,-,-,-,,一般,1,
2026/01/13,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,83,-,-,-,,盤後,2,
2026/01/14,TX,202601/202602    ,118,128,118,128,-,-,285,-,-,127,129,129,25,,一般,1142,
2026/01/14,TX,202601/202602    ,122,123,122,123,-,-,9,-,-,120,124,129,25,,盤後,777,
2026/01/14,TX,202601/202603    ,177,183,177,183,-,-,19,-,-,182,184,189,80,,一般,79,
2026/01/14,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,171,180,189,80,,盤後,188,
2026/01/14,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,362,368,341,59,,一般,7,
2026/01/14,TX,202601/202606    ,341,341,341,341,-,-,1,-,-,334,341,341,59,,盤後,15,
2026/01/14,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,130,141,125,-89,,盤後,9,
2026/01/14,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,226,271,90,-68,,盤後,1,
2026/01/15,TX,202601/202602    ,126,127,80,80,-,-,897,-,-,77,81,129,25,,一般,1135,
2026/01/15,TX,202601/202602    ,127,128,123,126,-,-,162,-,-,127,131,129,25,,盤後,1037,
2026/01/15,TX,202601/202603    ,185,185,115,115,-,-,98,-,-,106,112,189,80,,一般,101,
2026/01/15,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,185,195,189,80,,盤後,81,
2026/01/15,TX,202601/202606    ,353,356,330,330,-,-,21,-,-,291,297,362,59,,一般,1,
2026/01/15,TX,202601/202606    ,362,362,362,362,-,-,1,-,-,363,389,362,59,,盤後,13,
2026/01/15,TX,202601/202609    ,150,150,150,150,-,-,1,-,-,87,100,150,-89,,一般,0,
2026/01/15,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,163,198,125,-89,,盤後,4,
2026/01/15,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,23,35,45,45,,一般,10,
2026/01/15,TX,202606/202609    ,-196,-196,-196,-196,-,-,1,-,-,-226,-200,-196,-252,,一般,0,
2026/01/16,TX,202601/202602    ,72,97,65,87,-,-,5205,-,-,87,91,129,25,,一般,2882,
2026/01/16,TX,202601/202602    ,77,78,51,78,-,-,32,-,-,76,79,129,25,,盤後,1869,
2026/01/16,TX,202601/202603    ,94,115,94,108,-,-,37,-,-,102,109,189,62,,一般,171,
2026/01/16,TX,202601/202603    ,74,74,62,62,-,-,9,-,-,101,111,189,62,,盤後,341,
2026/01/16,TX,202601/202606    ,234,237,233,234,-,-,7,-,-,247,277,362,59,,一般,23,
2026/01/16,TX,202601/202606    ,223,225,223,225,-,-,6,-,-,160,300,362,59,,盤後,26,
2026/01/16,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,37,67,150,-89,,一般,9,
2026/01/16,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,-40,95,150,-89,,盤後,12,
2026/01/16,TX,202601/202612    ,205,205,205,205,-,-,1,-,-,135,182,205,-68,,一般,1,
2026/01/16,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,-,229,90,-68,,盤後,18,
2026/01/16,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,11,150,45,7,,一般,8,
2026/01/16,TX,202602/202603    ,7,8,7,8,-,-,2,-,-,2,50,45,7,,盤後,23,
2026/01/16,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,3,
2026/01/16,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,-,-,1,1,,一般,2,
2026/01/16,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,69,159,1,1,,盤後,2,
2026/01/16,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,-,159,-13,-117,,盤後,7,
2026/01/16,TX,202606/202609    ,-,-,-,-,-,-,0,-,-,-228,-197,-196,-252,,盤後,2,
2026/01/19,TX,202601/202602    ,111,128,95,115,-,-,18443,-,-,115,119,129,25,,一般,9734,
2026/01/19,TX,202601/202602    ,88,114,87,107,-,-,34,-,-,108,117,129,25,,盤後,650,
2026/01/19,TX,202601/202603    ,125,125,125,125,-,-,1,-,-,126,141,189,62,,一般,44,
2026/01/19,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,135,156,189,62,,盤後,130,
2026/01/19,TX,202601/202606    ,280,280,280,280,-,-,4,-,-,269,295,362,59,,一般,6,
2026/01/19,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,258,326,362,59,,盤後,1,
2026/01/19,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,60,99,150,-89,,一般,1,
2026/01/19,TX,202601/202612    ,217,217,217,217,-,-,1,-,-,145,246,217,-68,,盤後,0,
2026/01/19,TX,202602/202603    ,19,19,19,19,-,-,3,-,-,20,23,45,7,,一般,131,
2026/01/19,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,11,148,45,7,,盤後,15,
2026/01/19,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,169,173,-,-,,一般,41,
2026/01/19,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,5,
2026/01/19,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,-48,-37,-,-,,一般,4,
2026/01/19,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,1,
2026/01/19,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,67,94,1,1,,一般,1,
2026/01/19,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,54,161,1,1,,盤後,1,
2026/01/19,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,143,199,-13,-117,,一般,5,
2026/01/19,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,75,179,-13,-117,,盤後,1,
2026/01/19,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,113,-,-,-,,一般,2,
2026/01/20,TX,202601/202602    ,132,152,102,123,-,-,19700,-,-,123,128,152,25,,一般,9334,
2026/01/20,TX,202601/202602    ,120,134,117,134,-,-,76,-,-,134,138,134,25,,盤後,1060,
2026/01/20,TX,202601/202603    ,176,176,168,173,-,-,4,-,-,160,172,189,62,,一般,81,
2026/01/20,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,156,176,189,62,,盤後,26,
2026/01/20,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,301,360,362,59,,一般,3,
2026/01/20,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,274,330,362,59,,盤後,1,
2026/01/20,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,75,154,150,-89,,一般,2,
2026/01/20,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,60,124,150,-89,,盤後,1,
2026/01/20,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,201,280,217,-68,,一般,2,
2026/01/20,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,180,249,217,-68,,盤後,1,
2026/01/20,TX,202602/202603    ,34,43,31,43,-,-,14,-,-,35,40,45,7,,一般,112,
2026/01/20,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,32,39,45,7,,盤後,49,
2026/01/20,TX,202602/202606    ,204,205,202,202,-,-,14,-,-,199,201,205,202,,一般,9,
2026/01/20,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,178,205,-,-,,盤後,4,
2026/01/20,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,-19,-4,-,-,,一般,5,
2026/01/20,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,-29,-5,-,-,,盤後,2,
2026/01/20,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,95,125,1,1,,一般,2,
2026/01/20,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,83,122,1,1,,盤後,2,
2026/01/20,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,146,-,-13,-117,,一般,1,
2026/01/20,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,151,-,-13,-117,,盤後,6,
2026/01/21,TX,202601/202602    ,142,195,116,195,-,-,1197,-,-,219,256,195,25,,一般,6443,
2026/01/21,TX,202601/202602    ,135,164,127,146,-,-,593,-,-,144,150,164,25,,盤後,2905,
2026/01/21,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,250,-,189,62,,一般,20,
2026/01/21,TX,202601/202603    ,-,-,-,-,-,-,0,-,-,188,266,189,62,,盤後,16,
2026/01/21,TX,202601/202606    ,-,-,-,-,-,-,0,-,-,301,-,362,59,,盤後,8,
2026/01/21,TX,202601/202609    ,-,-,-,-,-,-,0,-,-,80,240,150,-89,,盤後,2,
2026/01/21,TX,202601/202612    ,-,-,-,-,-,-,0,-,-,200,-,217,-68,,盤後,1,
2026/01/21,TX,202602/202603    ,42,47,42,45,-,-,95,-,-,44,46,73,7,,一般,377,
2026/01/21,TX,202602/202603    ,73,73,69,69,-,-,4,-,-,66,97,73,7,,盤後,138,
2026/01/21,TX,202602/202606    ,220,236,218,236,-,-,25,-,-,240,248,236,202,,一般,28,
2026/01/21,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,242,280,205,202,,盤後,31,
2026/01/21,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,42,53,-,-,,一般,4,
2026/01/21,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,33,52,-,-,,盤後,11,
2026/01/21,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,162,192,1,1,,一般,4,
2026/01/21,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,152,210,1,1,,盤後,5,
2026/01/21,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,173,-,-13,-117,,盤後,11,
2026/01/21,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,123,-,-,-,,一般,2,
2026/01/21,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,133,-,-,-,,盤後,3,
2026/01/22,TX,202602/202603    ,48,52,48,50,-,-,350,-,-,49,50,73,7,,一般,859,
2026/01/22,TX,202602/202603    ,47,61,47,61,-,-,33,-,-,52,59,73,7,,盤後,858,
2026/01/22,TX,202602/202604    ,75,75,75,75,-,-,6,-,-,145,150,75,75,,一般,20,
2026/01/22,TX,202602/202606    ,240,240,233,236,-,-,13,-,-,239,244,240,202,,一般,14,
2026/01/22,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,226,245,236,202,,盤後,37,
2026/01/22,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,55,65,-,-,,一般,29,
2026/01/22,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,32,54,-,-,,盤後,15,
2026/01/22,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,181,208,1,1,,一般,2,
2026/01/22,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,160,200,1,1,,盤後,1,
2026/01/22,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,136,-,-,-,,盤後,5,
2026/01/23,TX,202602/202603    ,48,48,48,48,-,-,2,-,-,47,48,73,7,,一般,532,
2026/01/23,TX,202602/202603    ,49,49,48,48,-,-,22,-,-,49,53,73,7,,盤後,326,
2026/01/23,TX,202602/202604    ,147,147,142,142,-,-,11,-,-,137,140,147,75,,一般,7,
2026/01/23,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,142,152,75,75,,盤後,11,
2026/01/23,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,238,241,240,202,,一般,29,
2026/01/23,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,235,242,240,202,,盤後,14,
2026/01/23,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,52,61,-,-,,一般,12,
2026/01/23,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,45,58,-,-,,盤後,29,
2026/01/23,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,191,217,1,1,,一般,1,
2026/01/23,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,186,230,1,1,,盤後,2,
2026/01/23,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,1,
2026/01/23,TX,202603/202612    ,-,-,-,-,-,-,0,-,-,133,-,-,-,,盤後,3,
2026/01/26,TX,202602/202603    ,41,41,36,38,-,-,178,-,-,32,36,73,7,,一般,425,
2026/01/26,TX,202602/202603    ,45,45,40,41,-,-,161,-,-,40,43,73,7,,盤後,501,
2026/01/26,TX,202602/202604    ,131,131,129,129,-,-,6,-,-,115,121,147,75,,一般,8,
2026/01/26,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,134,139,147,75,,盤後,9,
2026/01/26,TX,202602/202606    ,237,237,237,237,-,-,3,-,-,213,219,240,202,,一般,25,
2026/01/26,TX,202602/202606    ,236,236,235,235,-,-,2,-,-,234,240,240,202,,盤後,5,
2026/01/26,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,55,62,-,-,,盤後,6,
2026/01/26,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,197,215,1,1,,一般,6,
2026/01/26,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,196,226,1,1,,盤後,3,
2026/01/26,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-90,97,-,-,,盤後,1,
2026/01/26,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,141,-,-,-,,盤後,1,
2026/01/27,TX,202602/202603    ,21,27,21,26,-,-,46,-,-,26,30,73,7,,一般,632,
2026/01/27,TX,202602/202603    ,13,13,12,12,-,-,13,-,-,15,19,73,7,,盤後,382,
2026/01/27,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,90,93,147,75,,一般,16,
2026/01/27,TX,202602/202604    ,103,103,87,87,-,-,3,-,-,83,94,147,75,,盤後,5,
2026/01/27,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,178,183,240,185,,一般,6,
2026/01/27,TX,202602/202606    ,185,185,185,185,-,-,10,-,-,180,182,240,185,,盤後,50,
2026/01/27,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,17,26,19,19,,一般,54,
2026/01/27,TX,202602/202609    ,19,19,19,19,-,-,7,-,-,-6,16,19,19,,盤後,9,
2026/01/27,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,165,187,1,1,,一般,3,
2026/01/27,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,62,79,-,-,,一般,7,
2026/01/27,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,65,79,-,-,,盤後,1,
2026/01/27,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,75,167,-13,-117,,盤後,2,
2026/01/27,TX,202603/202609    ,-,-,-,-,-,-,0,-,-,-,-,-350,-350,,一般,10,
2026/01/27,TX,202603/202609    ,-,-,-,-,-,-,0,-,-,-33,-,-350,-350,,盤後,11,
2026/01/27,TX,202604/202606    ,-,-,-,-,-,-,0,-,-,-,87,-,-,,一般,3,
2026/01/27,TX,202604/202606    ,-,-,-,-,-,-,0,-,-,-,89,-,-,,盤後,1,
2026/01/27,TX,202606/202609    ,-,-,-,-,-,-,0,-,-,-230,-160,-196,-252,,盤後,2,
2026/01/27,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,141,172,-,-,,盤後,1,
2026/01/28,TX,202602/202603    ,29,34,29,34,-,-,24,-,-,25,30,73,7,,一般,565,
2026/01/28,TX,202602/202603    ,29,31,29,31,-,-,2,-,-,28,32,73,7,,盤後,271,
2026/01/28,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,100,104,147,75,,一般,16,
2026/01/28,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,100,108,147,75,,盤後,2,
2026/01/28,TX,202602/202606    ,194,194,175,175,-,-,33,-,-,169,175,240,175,,一般,36,
2026/01/28,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,191,197,240,185,,盤後,12,
2026/01/28,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,10,21,19,19,,一般,4,
2026/01/28,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,23,38,19,19,,盤後,1,
2026/01/28,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,141,169,1,1,,一般,1,
2026/01/28,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,160,189,1,1,,盤後,9,
2026/01/29,TX,202602/202603    ,45,45,42,42,-,-,81,-,-,40,44,73,7,,一般,851,
2026/01/29,TX,202602/202603    ,34,34,27,27,-,-,2,-,-,33,38,73,7,,盤後,1033,
2026/01/29,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,122,128,147,75,,一般,81,
2026/01/29,TX,202602/202604    ,100,100,100,100,-,-,2,-,-,109,132,147,75,,盤後,88,
2026/01/29,TX,202602/202606    ,183,183,182,182,-,-,2,-,-,199,204,240,174,,一般,25,
2026/01/29,TX,202602/202606    ,174,178,174,178,-,-,3,-,-,184,189,240,174,,盤後,23,
2026/01/29,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,50,61,19,19,,一般,4,
2026/01/29,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,29,42,19,19,,盤後,13,
2026/01/29,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,193,218,1,1,,一般,3,
2026/01/29,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,165,184,1,1,,盤後,25,
2026/01/29,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,66,-,-,-,,盤後,1,
2026/01/29,TX,202603/202606    ,-,-,-,-,-,-,0,-,-,-,-,-13,-117,,盤後,1,
2026/01/29,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,135,-,-,-,,盤後,1,
2026/01/30,TX,202602/202603    ,46,53,46,50,-,-,93,-,-,49,52,73,7,,一般,1002,
2026/01/30,TX,202602/202603    ,49,49,49,49,-,-,1,-,-,44,49,73,7,,盤後,1009,
2026/01/30,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,147,151,147,75,,一般,39,
2026/01/30,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,134,151,147,75,,盤後,53,
2026/01/30,TX,202602/202606    ,221,234,221,232,-,-,25,-,-,231,237,240,174,,一般,26,
2026/01/30,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,189,224,240,174,,盤後,90,
2026/01/30,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,68,80,19,19,,一般,6,
2026/01/30,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,30,60,19,19,,盤後,60,
2026/01/30,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,217,234,1,1,,一般,5,
2026/01/30,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,195,233,1,1,,盤後,10,
2026/01/30,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-,101,-,-,,一般,10,
2026/02/02,TX,202602/202603    ,49,57,49,49,-,-,27,-,-,44,48,73,7,,一般,1731,
2026/02/02,TX,202602/202603    ,43,43,42,43,-,-,6,-,-,48,53,73,7,,盤後,1267,
2026/02/02,TX,202602/202604    ,149,149,149,149,-,-,1,-,-,145,149,149,75,,一般,87,
2026/02/02,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,141,149,147,75,,盤後,76,
2026/02/02,TX,202602/202606    ,239,246,236,246,-,-,25,-,-,241,245,246,174,,一般,40,
2026/02/02,TX,202602/202606    ,236,240,236,240,-,-,12,-,-,233,241,240,174,,盤後,49,
2026/02/02,TX,202602/202609    ,75,75,71,71,-,-,8,-,-,65,71,75,19,,一般,23,
2026/02/02,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,60,77,19,19,,盤後,25,
2026/02/02,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,200,222,1,1,,一般,25,
2026/02/02,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,205,237,1,1,,盤後,3,
2026/02/02,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-,109,-,-,,一般,4,
2026/02/02,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-600,97,-,-,,盤後,8,
2026/02/02,TX,202603/202612    ,-,-,-,-,-,-,0,-,-,155,176,-,-,,一般,1,
2026/02/02,TX,202603/202612    ,-,-,-,-,-,-,0,-,-,155,184,-,-,,盤後,1,
2026/02/02,TX,202606/202609    ,-,-,-,-,-,-,0,-,-,-220,-163,-196,-252,,一般,3,
2026/02/02,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,-100,-,-,-,,一般,1,
2026/02/03,TX,202602/202603    ,45,45,33,33,-,-,660,-,-,33,36,73,7,,一般,1064,
2026/02/03,TX,202602/202603    ,42,42,42,42,-,-,1,-,-,42,47,73,7,,盤後,808,
2026/02/03,TX,202602/202604    ,136,136,127,127,-,-,18,-,-,128,132,149,75,,一般,47,
2026/02/03,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,131,141,149,75,,盤後,58,
2026/02/03,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,231,236,246,174,,一般,23,
2026/02/03,TX,202602/202606    ,245,245,245,245,-,-,2,-,-,235,239,246,174,,盤後,14,
2026/02/03,TX,202602/202609    ,66,66,62,62,-,-,3,-,-,55,64,75,19,,一般,1,
2026/02/03,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,66,82,75,19,,盤後,6,
2026/02/03,TX,202602/202612    ,236,236,232,232,-,-,5,-,-,223,247,236,1,,一般,1,
2026/02/03,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,191,218,1,1,,盤後,2,
2026/02/03,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-,101,-,-,,盤後,1,
2026/02/04,TX,202602/202603    ,44,45,30,31,-,-,348,-,-,31,34,73,7,,一般,1108,
