交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/05/12,TX,202612  ,42955,42955,42400,42453,-236,-0.55%,17,42455,259,42429,42439,43165,27382,,一般,,
2026/05/12,TX,202612  ,42650,43016,42600,42950,261,0.61%,13,-,-,42998,43024,43165,27382,,盤後,,
2026/05/12,TX,202703  ,43297,43297,43000,43000,-282,-0.65%,7,43000,125,42883,43016,43627,32400,,一般,,
2026/05/12,TX,202703  ,-,-,-,-,-,-,0,-,-,43432,43644,43627,32400,,盤後,,
2026/05/13,TX,202605  ,41238,41604,40984,41469,-235,-0.56%,73412,41448,86783,41452,41467,42554,31357,,一般,,
2026/05/13,TX,202605  ,41600,41700,40740,41136,-568,-1.36%,73828,-,-,41136,41140,42554,31357,,盤後,,
2026/05/13,TX,202606  ,41353,41714,41109,41563,-263,-0.63%,2125,41576,7973,41568,41586,42669,20819,,一般,,
2026/05/13,TX,202606  ,41738,41812,40868,41260,-566,-1.35%,1596,-,-,41261,41270,42669,20819,,盤後,,
2026/05/13,TX,202607  ,41400,41705,41125,41566,-282,-0.67%,136,41566,531,41572,41590,42666,36972,,一般,,
2026/05/13,TX,202607  ,41706,41790,40962,41017,-831,-1.99%,115,-,-,41269,41280,42666,36972,,盤後,,
2026/05/13,TX,202609  ,41368,41857,41288,41831,-163,-0.39%,36,41741,619,41731,41751,42767,24962,,一般,,
2026/05/13,TX,202609  ,41835,41961,41173,41391,-603,-1.44%,28,-,-,41435,41449,42767,24962,,盤後,,
2026/05/13,TX,202612  ,41996,42178,41996,42158,-297,-0.70%,13,42164,263,42153,42176,43165,27382,,一般,,
2026/05/13,TX,202612  ,42261,42400,41556,41556,-899,-2.12%,26,-,-,41872,41888,43165,27382,,盤後,,
2026/05/13,TX,202703  ,-,-,-,-,-,-,0,42720,124,42673,42767,43627,32400,,一般,,
2026/05/13,TX,202703  ,-,-,-,-,-,-,0,-,-,42346,42480,43627,32400,,盤後,,
2026/05/14,TX,202605  ,41948,42238,41497,41602,154,0.37%,73073,41636,83666,41602,41623,42554,31357,,一般,,
2026/05/14,TX,202605  ,41499,41835,41204,41756,308,0.74%,52114,-,-,41748,41758,42554,31357,,盤後,,
2026/05/14,TX,202606  ,41988,42350,41629,41727,151,0.36%,3606,41744,10327,41721,41745,42669,20819,,一般,,
2026/05/14,TX,202606  ,41585,41944,41334,41861,285,0.69%,1002,-,-,41860,41875,42669,20819,,盤後,,
2026/05/14,TX,202607  ,42045,42300,41636,41780,214,0.51%,93,41732,556,41720,41745,42666,36972,,一般,,
2026/05/14,TX,202607  ,41594,41938,41408,41862,296,0.71%,111,-,-,41860,41882,42666,36972,,盤後,,
2026/05/14,TX,202609  ,42260,42260,41830,41830,89,0.21%,17,41901,621,41887,41916,42767,24962,,一般,,
2026/05/14,TX,202609  ,41600,42099,41550,42099,358,0.86%,10,-,-,42026,42048,42767,24962,,盤後,,
2026/05/14,TX,202612  ,42878,42878,42274,42274,110,0.26%,8,42331,264,42315,42347,43165,27382,,一般,,
2026/05/14,TX,202612  ,42078,42459,42062,42459,295,0.70%,9,-,-,42441,42481,43165,27382,,盤後,,
2026/05/14,TX,202703  ,43200,43308,42801,42801,81,0.19%,9,42850,121,42782,42918,43627,32400,,一般,,
2026/05/14,TX,202703  ,42829,42829,42829,42829,109,0.26%,3,-,-,42956,43058,43627,32400,,盤後,,
2026/05/15,TX,202605  ,42282,42454,40976,41012,-624,-1.50%,100977,40998,75507,41005,41011,42554,31357,,一般,,
2026/05/15,TX,202605  ,41754,42377,41713,42359,723,1.74%,52326,-,-,42353,42360,42554,31357,,盤後,,
2026/05/15,TX,202606  ,42402,42573,41164,41183,-561,-1.34%,11951,41176,17651,41176,41183,42669,20819,,一般,,
2026/05/15,TX,202606  ,41878,42489,41847,42482,738,1.77%,1626,-,-,42473,42483,42669,20819,,盤後,,
2026/05/15,TX,202607  ,42425,42500,41121,41121,-611,-1.46%,257,41135,735,41130,41140,42666,36972,,一般,,
2026/05/15,TX,202607  ,41863,42460,41863,42456,724,1.73%,96,-,-,42433,42473,42666,36972,,盤後,,
2026/05/15,TX,202609  ,42560,42560,41335,41335,-566,-1.35%,27,41335,626,41335,41356,42767,24962,,一般,,
2026/05/15,TX,202609  ,42042,42526,42002,42526,625,1.49%,14,-,-,42623,42642,42767,24962,,盤後,,
2026/05/15,TX,202612  ,42966,43100,42000,42000,-331,-0.78%,20,41774,260,41745,41803,43165,27382,,一般,,
2026/05/15,TX,202612  ,42467,43026,42467,43026,695,1.64%,21,-,-,43017,43065,43165,27382,,盤後,,
2026/05/15,TX,202703  ,42797,42811,42491,42491,-359,-0.84%,5,42266,117,42155,42378,43627,32400,,一般,,
2026/05/15,TX,202703  ,43050,43055,42930,43015,165,0.39%,6,-,-,43453,43650,43627,32400,,盤後,,
2026/05/18,TX,202605  ,40200,40990,40169,40807,-191,-0.47%,99781,40797,42895,40799,40804,42554,31357,,一般,,
2026/05/18,TX,202605  ,41154,41223,40448,40511,-487,-1.19%,71082,-,-,40510,40523,42554,31357,,盤後,,
2026/05/18,TX,202606  ,40413,41180,40349,40965,-211,-0.51%,43212,40963,46307,40966,40971,42669,20819,,一般,,
2026/05/18,TX,202606  ,41337,41400,40650,40713,-463,-1.12%,2377,-,-,40712,40717,42669,20819,,盤後,,
2026/05/18,TX,202607  ,40356,41100,40331,40953,-182,-0.44%,220,40953,854,40940,40954,42666,36972,,一般,,
2026/05/18,TX,202607  ,41305,41348,40623,40718,-417,-1.01%,108,-,-,40671,40699,42666,36972,,盤後,,
2026/05/18,TX,202609  ,40675,41271,40631,41139,-196,-0.47%,27,41140,629,41137,41161,42767,24962,,一般,,
2026/05/18,TX,202609  ,41467,41467,40902,41200,-135,-0.33%,22,-,-,40830,40930,42767,24962,,盤後,,
2026/05/18,TX,202612  ,41619,41700,41600,41630,-144,-0.34%,10,41607,261,41596,41618,43165,27382,,一般,,
2026/05/18,TX,202612  ,41524,41600,41370,41500,-274,-0.66%,7,-,-,41270,41370,43165,27382,,盤後,,
2026/05/18,TX,202703  ,41605,42250,41605,42235,-31,-0.07%,16,42144,126,42067,42222,43627,32400,,一般,,
2026/05/18,TX,202703  ,42200,42210,41950,41955,-311,-0.74%,16,-,-,41778,41953,43627,32400,,盤後,,
2026/05/19,TX,202605  ,40890,40931,40188,40248,-549,-1.35%,86112,40240,17052,40239,40247,42554,31357,,一般,,
2026/05/19,TX,202605  ,40962,41450,40524,40878,81,0.20%,65991,-,-,40878,40896,42554,31357,,盤後,,
2026/05/19,TX,202606  ,40992,41100,40380,40383,-580,-1.42%,45710,40399,72130,40381,40390,42669,20819,,一般,,
2026/05/19,TX,202606  ,41087,41616,40711,41070,107,0.26%,6290,-,-,41053,41077,42669,20819,,盤後,,
2026/05/19,TX,202607  ,41037,41037,40377,40378,-575,-1.40%,282,40381,1074,40377,40387,42666,36972,,一般,,
2026/05/19,TX,202607  ,41107,41585,40700,41100,147,0.36%,94,-,-,41034,41064,42666,36972,,盤後,,
2026/05/19,TX,202609  ,41049,41144,40629,40705,-435,-1.06%,54,40604,631,40599,40609,42767,24962,,一般,,
2026/05/19,TX,202609  ,41255,41700,41097,41208,68,0.17%,62,-,-,41228,41275,42767,24962,,盤後,,
2026/05/19,TX,202612  ,41350,41350,41119,41166,-441,-1.06%,5,41094,266,41080,41109,43165,27382,,一般,,
2026/05/19,TX,202612  ,41768,42100,41683,41742,135,0.32%,15,-,-,41646,41746,43165,27382,,盤後,,
2026/05/19,TX,202703  ,42007,42050,41800,41800,-344,-0.82%,18,41800,138,41644,41840,43627,32400,,一般,,
2026/05/19,TX,202703  ,42360,42690,42000,42499,355,0.84%,16,-,-,42182,42395,43627,32400,,盤後,,
2026/05/20,TX,202605  ,40051,40405,39881,40078,-162,-0.40%,35358,0,10497,40078,40079,42554,31357,,一般,,
2026/05/20,TX,202605  ,40349,40545,39735,40140,-100,-0.25%,54823,-,-,40137,40153,42554,31357,,盤後,,
2026/05/20,TX,202606  ,40282,40544,40005,40134,-265,-0.66%,46223,40124,80211,40120,40134,42669,20819,,一般,,
2026/05/20,TX,202606  ,40410,40696,39901,40300,-99,-0.25%,13375,-,-,40299,40313,42669,20819,,盤後,,
2026/05/20,TX,202607  ,40232,40452,40076,40166,-215,-0.53%,94,40178,1096,40165,40187,42666,36972,,一般,,
2026/05/20,TX,202607  ,40538,40650,39948,40400,19,0.05%,113,-,-,40311,40342,42666,36972,,盤後,,
2026/05/20,TX,202609  ,40398,40731,40308,40391,-213,-0.52%,56,40391,661,40389,40404,42767,24962,,一般,,
2026/05/20,TX,202609  ,40812,40900,40228,40726,122,0.30%,25,-,-,40520,40588,42767,24962,,盤後,,
2026/05/20,TX,202612  ,41051,41187,40828,40880,-214,-0.52%,29,40921,275,40908,40935,43165,27382,,一般,,
2026/05/20,TX,202612  ,41250,41250,40866,40866,-228,-0.55%,2,-,-,41019,41176,43165,27382,,盤後,,
2026/05/20,TX,202703  ,41650,41666,41500,41500,-300,-0.72%,10,41556,130,41450,41663,43627,32400,,一般,,
2026/05/20,TX,202703  ,41778,42010,41142,42010,210,0.50%,48,-,-,41700,41786,43627,32400,,盤後,,
2026/05/21,TX,202606  ,40967,41666,40957,41473,1349,3.36%,54092,41503,81626,41465,41488,42669,20819,,一般,,
2026/05/21,TX,202606  ,40270,41098,40221,40990,866,2.16%,49228,-,-,40985,40991,42669,20819,,盤後,,
2026/05/21,TX,202607  ,40971,41661,40971,41474,1296,3.23%,687,41488,1409,41460,41487,42666,36972,,一般,,
2026/05/21,TX,202607  ,40355,41090,40291,40988,810,2.02%,468,-,-,40992,41003,42666,36972,,盤後,,
2026/05/21,TX,202608  ,41500,41802,41500,41661,1363,3.38%,53,41672,45,41635,41674,41802,41500,,一般,,
2026/05/21,TX,202609  ,41541,41875,41541,41705,1314,3.25%,50,41705,681,41705,41738,42767,24962,,一般,,
2026/05/21,TX,202609  ,40611,41214,40611,41188,797,1.97%,28,-,-,41195,41236,42767,24962,,盤後,,
2026/05/21,TX,202612  ,42177,42268,42177,42268,1347,3.29%,4,42218,273,42203,42233,43165,27382,,一般,,
2026/05/21,TX,202612  ,41190,41798,41190,41798,877,2.14%,8,-,-,41705,41761,43165,27382,,盤後,,
2026/05/21,TX,202703  ,42780,42978,42780,42978,1422,3.42%,5,42848,132,42790,42906,43627,32400,,一般,,
2026/05/21,TX,202703  ,41700,42250,41700,42230,674,1.62%,11,-,-,42230,42441,43627,32400,,盤後,,
2026/05/22,TX,202606  ,42196,42502,41790,42442,939,2.26%,57547,42455,82109,42440,42444,42669,20819,,一般,,
2026/05/22,TX,202606  ,41313,41970,41205,41791,288,0.69%,61852,-,-,41785,41792,42669,20819,,盤後,,
2026/05/22,TX,202607  ,42222,42495,41811,42456,968,2.33%,535,42460,1577,42436,42445,42666,36972,,一般,,
2026/05/22,TX,202607  ,41312,41952,41225,41770,282,0.68%,624,-,-,41784,41796,42666,36972,,盤後,,
2026/05/22,TX,202608  ,42418,42555,41975,42555,883,2.12%,16,42595,64,42587,42604,42555,41460,,一般,,
2026/05/22,TX,202608  ,41460,42059,41460,42059,387,0.93%,37,-,-,41945,41988,42059,41460,,盤後,,
2026/05/22,TX,202609  ,42233,42665,42145,42665,960,2.30%,41,42685,683,42680,42690,42767,24962,,一般,,
2026/05/22,TX,202609  ,41600,42204,41541,42204,499,1.20%,21,-,-,42030,42054,42767,24962,,盤後,,
2026/05/22,TX,202612  ,42782,43123,42680,43100,882,2.09%,8,43177,268,43170,43184,43165,27382,,一般,,
2026/05/22,TX,202612  ,42388,42696,42388,42540,322,0.76%,10,-,-,42521,42566,43165,27382,,盤後,,
2026/05/22,TX,202703  ,43374,43680,43374,43680,832,1.94%,3,43812,136,43760,43864,43680,32400,,一般,,
2026/05/22,TX,202703  ,42720,42900,42720,42810,-38,-0.09%,8,-,-,43115,43222,43627,32400,,盤後,,
2026/05/25,TX,202606  ,43195,44050,43004,43877,1422,3.35%,58040,43870,86161,43871,43877,44050,20819,,一般,,
2026/05/25,TX,202606  ,42412,42817,42330,42634,179,0.42%,41417,-,-,42622,42635,42817,20819,,盤後,,
2026/05/25,TX,202607  ,43183,44042,43079,43863,1403,3.30%,639,43863,2018,43872,43883,44042,36972,,一般,,
2026/05/25,TX,202607  ,42401,42800,42342,42616,156,0.37%,428,-,-,42626,42644,42800,36972,,盤後,,
2026/05/25,TX,202608  ,43449,44035,43398,44035,1440,3.38%,28,44046,74,44046,44069,44035,41460,,一般,,
2026/05/25,TX,202608  ,42620,42902,42620,42902,307,0.72%,14,-,-,42776,42807,42902,41460,,盤後,,
2026/05/25,TX,202609  ,43440,44299,43440,44084,1399,3.28%,33,44139,670,44134,44145,44299,24962,,一般,,
2026/05/25,TX,202609  ,42620,42960,42590,42812,127,0.30%,34,-,-,42872,42895,42960,24962,,盤後,,
2026/05/25,TX,202612  ,43953,44606,43953,44594,1417,3.28%,25,44629,263,44622,44636,44606,27382,,一般,,
2026/05/25,TX,202612  ,43126,43450,43120,43315,138,0.32%,33,-,-,43373,43395,43450,27382,,盤後,,
2026/05/25,TX,202703  ,44666,45351,44666,45351,1539,3.51%,3,45249,137,45216,45282,45351,32400,,一般,,
2026/05/25,TX,202703  ,43989,43994,43989,43994,182,0.42%,2,-,-,43952,44055,43994,32400,,盤後,,
2026/05/26,TX,202606  ,44274,44280,43619,43893,23,0.05%,57331,43864,87668,43893,43895,44399,20819,,一般,,
2026/05/26,TX,202606  ,43870,44399,43806,44389,519,1.18%,24420,-,-,44381,44390,44399,20819,,盤後,,
2026/05/26,TX,202607  ,44262,44262,43630,43890,27,0.06%,386,43864,2185,43893,43898,44399,36972,,一般,,
2026/05/26,TX,202607  ,43939,44399,43925,44393,530,1.21%,217,-,-,44381,44394,44399,36972,,盤後,,
2026/05/26,TX,202608  ,44278,44350,43966,43966,-80,-0.18%,7,44081,75,44077,44086,44490,41460,,一般,,
2026/05/26,TX,202608  ,44185,44490,44180,44485,439,1.00%,28,-,-,44556,44576,44490,41460,,盤後,,
2026/05/26,TX,202609  ,44400,44400,43949,44148,9,0.02%,26,44148,676,44163,44168,44580,24962,,一般,,
2026/05/26,TX,202609  ,44215,44580,44215,44580,441,1.00%,20,-,-,44644,44661,44580,24962,,盤後,,
2026/05/26,TX,202612  ,44947,44955,44518,44625,-4,-0.01%,21,44661,272,44657,44666,45106,27382,,一般,,
2026/05/26,TX,202612  ,44690,45106,44683,45081,452,1.01%,17,-,-,45134,45155,45106,27382,,盤後,,
2026/05/26,TX,202703  ,-,-,-,-,-,-,0,45294,136,45263,45325,45351,32400,,一般,,
2026/05/26,TX,202703  ,-,-,-,-,-,-,0,-,-,45736,45810,45351,32400,,盤後,,
2026/05/27,TX,202606  ,44490,45299,44336,44798,934,2.13%,83854,44794,88791,44787,44798,45299,20819,,一般,,
2026/05/27,TX,202606  ,43947,44500,43787,44438,574,1.31%,42235,-,-,44431,44450,44500,20819,,盤後,,
2026/05/27,TX,202607  ,44460,45288,44348,44800,936,2.13%,774,44800,2277,44782,44798,45288,36972,,一般,,
2026/05/27,TX,202607  ,43972,44500,43864,44430,566,1.29%,369,-,-,44431,44455,44500,36972,,盤後,,
2026/05/27,TX,202608  ,44700,45300,44650,44860,779,1.77%,30,44976,101,44970,44983,45300,41460,,一般,,
2026/05/27,TX,202608  ,44147,44640,44147,44630,549,1.25%,32,-,-,44618,44648,44640,41460,,盤後,,
2026/05/27,TX,202609  ,44850,45436,44700,44984,836,1.89%,50,45082,682,45075,45089,45436,24962,,一般,,
2026/05/27,TX,202609  ,44700,44768,44700,44768,620,1.40%,12,-,-,44718,44768,44768,24962,,盤後,,
2026/05/27,TX,202612  ,45338,45932,45209,45411,750,1.68%,43,45594,271,45586,45603,45932,27382,,一般,,
2026/05/27,TX,202612  ,44748,45269,44657,45269,608,1.36%,36,-,-,45215,45268,45269,27382,,盤後,,
2026/05/27,TX,202703  ,46418,46466,46151,46151,857,1.89%,4,46232,137,46197,46268,46466,32400,,一般,,
2026/05/27,TX,202703  ,45472,45899,45472,45899,605,1.34%,4,-,-,45836,45920,45899,32400,,盤後,,
2026/05/28,TX,202606  ,45174,45348,43458,43842,-952,-2.13%,98081,43839,92824,43840,43848,45632,20819,,一般,,
2026/05/28,TX,202606  ,44662,45632,44606,45239,445,0.99%,78853,-,-,45225,45240,45632,20819,,盤後,,
2026/05/28,TX,202607  ,45181,45300,43498,43865,-935,-2.09%,851,43851,2397,43845,43858,45608,36972,,一般,,
2026/05/28,TX,202607  ,44641,45608,44614,45232,432,0.96%,734,-,-,45227,45248,45608,36972,,盤後,,
2026/05/28,TX,202608  ,45300,45430,43700,44028,-948,-2.11%,31,44028,116,44034,44048,45700,41460,,一般,,
2026/05/28,TX,202608  ,44960,45700,44960,45455,479,1.07%,16,-,-,45412,45430,45700,41460,,盤後,,
2026/05/28,TX,202609  ,45400,45400,43829,44155,-927,-2.06%,46,44155,715,44150,44162,45750,24962,,一般,,
2026/05/28,TX,202609  ,45068,45750,45060,45508,426,0.94%,20,-,-,45520,45552,45750,24962,,盤後,,
2026/05/28,TX,202612  ,45966,46088,44344,44400,-1194,-2.62%,18,44676,273,44670,44682,46350,27382,,一般,,
2026/05/28,TX,202612  ,45618,46350,45607,45966,372,0.82%,17,-,-,46032,46067,46350,27382,,盤後,,
2026/05/28,TX,202703  ,45732,45732,45176,45352,-880,-1.90%,11,45352,136,45352,45508,46466,32400,,一般,,
2026/05/28,TX,202703  ,46228,46228,46228,46228,-4,-0.01%,1,-,-,46655,46740,46466,32400,,盤後,,
2026/05/29,TX,202606  ,44655,45471,44655,45285,1446,3.30%,66493,45315,91961,45290,45308,45632,20819,,一般,,
2026/05/29,TX,202606  ,43964,44894,43946,44789,950,2.17%,60558,-,-,44788,44793,45632,20819,,盤後,,
2026/05/29,TX,202607  ,44655,45467,44655,45300,1449,3.30%,587,45308,2415,45294,45316,45608,36972,,一般,,
2026/05/29,TX,202607  ,43925,44898,43925,44801,950,2.17%,414,-,-,44793,44803,45608,36972,,盤後,,
2026/05/29,TX,202608  ,45190,45627,45190,45627,1599,3.63%,9,45487,119,45475,45499,45700,41460,,一般,,
2026/05/29,TX,202608  ,44297,44960,44246,44960,932,2.12%,11,-,-,44980,44993,45700,41460,,盤後,,
2026/05/29,TX,202609  ,45012,45759,45012,45715,1560,3.53%,18,45611,721,45599,45624,45759,24962,,一般,,
2026/05/29,TX,202609  ,44375,45167,44366,45094,939,2.13%,21,-,-,45094,45108,45750,24962,,盤後,,
2026/05/29,TX,202612  ,45500,46292,45500,46292,1616,3.62%,25,46124,261,46111,46137,46350,27382,,一般,,
2026/05/29,TX,202612  ,45089,45332,45088,45184,508,1.14%,10,-,-,45614,45634,46350,27382,,盤後,,
2026/05/29,TX,202703  ,46655,46806,46586,46806,1454,3.21%,4,46828,137,46797,46860,46806,32400,,一般,,
2026/05/29,TX,202703  ,46215,46355,46215,46355,1003,2.21%,2,-,-,46308,46437,46466,32400,,盤後,,
2026/06/01,TX,202606  ,45483,46465,45405,46035,720,1.59%,75635,46041,94962,46038,46048,46465,20819,,一般,,
2026/06/01,TX,202606  ,45363,45592,44858,45069,-246,-0.54%,54773,-,-,45056,45070,45632,20819,,盤後,,
2026/06/01,TX,202607  ,45467,46454,45426,46059,751,1.66%,963,46045,2600,46058,46072,46454,36972,,一般,,
2026/06/01,TX,202607  ,45360,45575,44880,45086,-222,-0.49%,562,-,-,45069,45087,45608,36972,,盤後,,
2026/06/01,TX,202608  ,45766,46337,45636,46323,836,1.84%,16,46296,124,46286,46306,46337,41460,,一般,,
2026/06/01,TX,202608  ,45806,45806,45123,45343,-144,-0.32%,22,-,-,45266,45343,45806,41460,,盤後,,
2026/06/01,TX,202609  ,45921,46680,45800,46331,720,1.58%,74,46427,743,46420,46435,46680,24962,,一般,,
2026/06/01,TX,202609  ,45620,45860,45448,45448,-163,-0.36%,18,-,-,45387,45465,45860,24962,,盤後,,
2026/06/01,TX,202612  ,46430,47170,46264,46900,776,1.68%,44,46970,269,46960,46981,47170,27382,,一般,,
2026/06/01,TX,202612  ,46239,46380,45960,45960,-164,-0.36%,19,-,-,45906,45970,46380,27382,,盤後,,
2026/06/01,TX,202703  ,47260,47700,47260,47500,672,1.44%,5,47733,137,47673,47794,47700,32400,,一般,,
2026/06/01,TX,202703  ,46673,46673,46673,46673,-155,-0.33%,1,-,-,46616,46668,46806,32400,,盤後,,
2026/06/02,TX,202606  ,46145,46228,45333,46087,46,0.10%,73548,46103,96365,46087,46101,46746,20819,,一般,,
2026/06/02,TX,202606  ,46080,46746,45745,46546,505,1.10%,60755,-,-,46545,46555,46746,20819,,盤後,,
2026/06/02,TX,202607  ,46153,46246,45386,46105,60,0.13%,935,46105,2802,46113,46132,46772,36972,,一般,,
2026/06/02,TX,202607  ,46100,46772,45778,46573,528,1.15%,596,-,-,46568,46584,46772,36972,,盤後,,
2026/06/02,TX,202608  ,46400,46400,45660,46050,-246,-0.53%,57,46370,176,46361,46379,46960,41460,,一般,,
2026/06/02,TX,202608  ,46296,46960,46106,46950,654,1.41%,30,-,-,46816,46863,46960,41460,,盤後,,
2026/06/02,TX,202609  ,46150,46150,45977,45977,-450,-0.97%,56,46538,795,46526,46551,47155,24962,,一般,,
2026/06/02,TX,202609  ,46458,47155,46240,46919,492,1.06%,39,-,-,46947,46987,47155,24962,,盤後,,
2026/06/02,TX,202612  ,47189,47189,46422,46899,-71,-0.15%,7,47123,270,47112,47135,47616,27382,,一般,,
2026/06/02,TX,202612  ,47026,47616,46780,47568,598,1.27%,14,-,-,47472,47556,47616,27382,,盤後,,
2026/06/02,TX,202703  ,-,-,-,-,-,-,0,47874,137,47747,48001,47700,32400,,一般,,
2026/06/02,TX,202703  ,-,-,-,-,-,-,0,-,-,48200,48405,47700,32400,,盤後,,
2026/06/03,TX,202606  ,46718,46994,46550,46868,765,1.66%,56092,46857,96784,46846,46865,46994,20819,,一般,,
2026/06/03,TX,202606  ,46245,46784,46178,46686,583,1.26%,43443,-,-,46685,46695,46784,20819,,盤後,,
2026/06/03,TX,202607  ,46850,47013,46590,46893,788,1.71%,1142,46902,2939,46878,46902,47013,36972,,一般,,
2026/06/03,TX,202607  ,46252,46800,46228,46711,606,1.31%,621,-,-,46700,46716,46800,36972,,盤後,,
2026/06/03,TX,202608  ,46970,47150,46930,47150,780,1.68%,28,47118,185,47103,47134,47150,41460,,一般,,
2026/06/03,TX,202608  ,46502,46955,46465,46955,585,1.26%,31,-,-,46902,46942,46960,41460,,盤後,,
2026/06/03,TX,202609  ,47270,47399,47195,47326,788,1.69%,16,47297,791,47283,47311,47399,24962,,一般,,
2026/06/03,TX,202609  ,46866,47075,46796,46974,436,0.94%,9,-,-,47087,47132,47155,24962,,盤後,,
2026/06/03,TX,202612  ,47810,47877,47650,47838,715,1.52%,10,47881,273,47863,47900,47877,27382,,一般,,
2026/06/03,TX,202612  ,47355,47715,47355,47689,566,1.20%,19,-,-,47625,47698,47715,27382,,盤後,,
2026/06/03,TX,202703  ,-,-,-,-,-,-,0,48645,137,48546,48745,47700,32400,,一般,,
2026/06/03,TX,202703  ,-,-,-,-,-,-,0,-,-,48346,48500,47700,32400,,盤後,,
2026/06/04,TX,202606  ,46505,46587,46140,46294,-563,-1.20%,59484,46310,98581,46296,46309,46994,20819,,一般,,
2026/06/04,TX,202606  ,46790,46989,46337,46537,-320,-0.68%,52774,-,-,46537,46548,46994,20819,,盤後,,
2026/06/04,TX,202607  ,46534,46640,46210,46356,-546,-1.16%,678,46365,3309,46357,46374,47013,36972,,一般,,
2026/06/04,TX,202607  ,46860,47013,46400,46594,-308,-0.66%,588,-,-,46587,46603,47013,36972,,盤後,,
2026/06/04,TX,202608  ,46686,46820,46503,46568,-550,-1.17%,21,46639,201,46629,46650,47155,41460,,一般,,
2026/06/04,TX,202608  ,47144,47155,46680,46960,-158,-0.34%,90,-,-,46817,46858,47155,41460,,盤後,,
2026/06/04,TX,202609  ,46880,46980,46777,46777,-520,-1.10%,14,46830,794,46819,46841,47399,24962,,一般,,
2026/06/04,TX,202609  ,47289,47289,46866,47107,-190,-0.40%,4,-,-,46999,47038,47399,24962,,盤後,,
2026/06/04,TX,202612  ,47500,47677,47377,47677,-204,-0.43%,7,47490,276,47428,47490,47877,27382,,一般,,
2026/06/04,TX,202612  ,47849,47849,47535,47830,-51,-0.11%,7,-,-,47611,47662,47877,27382,,盤後,,
2026/06/04,TX,202703  ,48300,48300,48300,48300,-345,-0.71%,4,48279,141,48250,48309,48300,32400,,一般,,
2026/06/04,TX,202703  ,-,-,-,-,-,-,0,-,-,48307,48438,47700,32400,,盤後,,
2026/06/05,TX,202606  ,45668,45785,44655,45211,-1099,-2.37%,97457,45226,96005,45193,45215,46994,20819,,一般,,
2026/06/05,TX,202606  ,46372,46550,45476,46342,32,0.07%,73586,-,-,46321,46343,46994,20819,,盤後,,
