交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2025/09/17,TX,202510  ,25575,25596,25441,25470,-165,-0.64%,33472,25473,67628,25470,25475,25665,22803,,一般,,
2025/09/17,TX,202510  ,25616,25662,25527,25578,-57,-0.22%,8860,-,-,25577,25583,25665,22803,,盤後,,
2025/09/17,TX,202511  ,25583,25587,25448,25473,-155,-0.60%,137,25473,259,25473,25479,25660,23736,,一般,,
2025/09/17,TX,202511  ,25610,25660,25540,25620,-8,-0.03%,213,-,-,25577,25590,25660,23736,,盤後,,
2025/09/17,TX,202512  ,25537,25561,25435,25453,-142,-0.55%,34,25444,998,25440,25448,25623,16873,,一般,,
2025/09/17,TX,202512  ,25582,25623,25523,25600,5,0.02%,63,-,-,25549,25565,25623,16873,,盤後,,
2025/09/17,TX,202603  ,25450,25505,25360,25388,-140,-0.55%,15,25388,416,25383,25392,25557,17068,,一般,,
2025/09/17,TX,202603  ,25523,25557,25460,25460,-68,-0.27%,27,-,-,25493,25518,25557,17068,,盤後,,
2025/09/17,TX,202606  ,25386,25386,25348,25348,-148,-0.58%,3,25364,69,25349,25380,25496,20819,,一般,,
2025/09/17,TX,202606  ,25463,25463,25454,25454,-42,-0.16%,7,-,-,25439,25495,25496,20819,,盤後,,
2025/09/18,TX,202510  ,25623,25747,25490,25709,236,0.93%,60615,25712,71532,25708,25710,25747,22803,,一般,,
2025/09/18,TX,202510  ,25474,25635,25349,25553,80,0.31%,57597,-,-,25549,25554,25665,22803,,盤後,,
2025/09/18,TX,202511  ,25608,25733,25493,25706,233,0.91%,874,25706,597,25701,25707,25733,23736,,一般,,
2025/09/18,TX,202511  ,25460,25628,25360,25552,79,0.31%,601,-,-,25545,25555,25660,23736,,盤後,,
2025/09/18,TX,202512  ,25600,25709,25460,25681,237,0.93%,138,25681,1005,25673,25679,25709,16873,,一般,,
2025/09/18,TX,202512  ,25464,25535,25332,25518,74,0.29%,64,-,-,25515,25524,25623,16873,,盤後,,
2025/09/18,TX,202603  ,25507,25640,25433,25640,252,0.99%,15,25621,419,25618,25625,25640,17068,,一般,,
2025/09/18,TX,202603  ,25450,25500,25300,25330,-58,-0.23%,16,-,-,25461,25475,25557,17068,,盤後,,
2025/09/18,TX,202606  ,25530,25564,25498,25548,184,0.73%,6,25567,72,25548,25586,25564,20819,,一般,,
2025/09/18,TX,202606  ,25389,25480,25300,25400,36,0.14%,10,-,-,25421,25459,25496,20819,,盤後,,
2025/09/18,TX,202609  ,25000,25280,24962,25155,277,1.11%,45,25161,22,25129,25194,25280,24962,,一般,,
2025/09/19,TX,202510  ,25850,25853,25636,25671,-41,-0.16%,59278,25670,71778,25670,25674,25888,22803,,一般,,
2025/09/19,TX,202510  ,25707,25888,25594,25841,129,0.50%,68868,-,-,25836,25841,25888,22803,,盤後,,
2025/09/19,TX,202511  ,25855,25855,25645,25673,-33,-0.13%,675,25675,702,25671,25678,25885,23736,,一般,,
2025/09/19,TX,202511  ,25709,25885,25601,25833,127,0.49%,931,-,-,25834,25843,25885,23736,,盤後,,
2025/09/19,TX,202512  ,25821,25821,25614,25641,-40,-0.16%,60,25641,1002,25642,25650,25847,16873,,一般,,
2025/09/19,TX,202512  ,25711,25847,25580,25790,109,0.42%,75,-,-,25802,25812,25847,16873,,盤後,,
2025/09/19,TX,202603  ,25657,25668,25618,25660,39,0.15%,18,25601,421,25597,25605,25796,17068,,一般,,
2025/09/19,TX,202603  ,25657,25796,25525,25747,126,0.49%,12,-,-,25753,25765,25796,17068,,盤後,,
2025/09/19,TX,202606  ,-,-,-,-,-,-,0,25548,73,25537,25559,25731,20819,,一般,,
2025/09/19,TX,202606  ,25625,25731,25550,25592,25,0.10%,17,-,-,25691,25711,25731,20819,,盤後,,
2025/09/19,TX,202609  ,-,-,-,-,-,-,0,25164,21,25143,25186,25324,24962,,一般,,
2025/09/19,TX,202609  ,25324,25324,25324,25324,163,0.65%,2,-,-,25285,25343,25324,24962,,盤後,,
2025/09/22,TX,202510  ,25756,25941,25689,25891,221,0.86%,57516,25893,72252,25892,25895,25941,22803,,一般,,
2025/09/22,TX,202510  ,25667,25757,25642,25737,67,0.26%,29239,-,-,25736,25739,25888,22803,,盤後,,
2025/09/22,TX,202511  ,25763,25942,25703,25892,217,0.85%,771,25892,831,25894,25900,25942,23736,,一般,,
2025/09/22,TX,202511  ,25664,25755,25645,25752,77,0.30%,282,-,-,25739,25745,25885,23736,,盤後,,
2025/09/22,TX,202512  ,25720,25900,25669,25873,232,0.90%,92,25868,1000,25865,25871,25900,16873,,一般,,
2025/09/22,TX,202512  ,25649,25720,25623,25715,74,0.29%,28,-,-,25707,25715,25847,16873,,盤後,,
2025/09/22,TX,202603  ,25722,25850,25722,25818,217,0.85%,70,25818,473,25819,25827,25850,17068,,一般,,
2025/09/22,TX,202603  ,25630,25630,25602,25602,1,0.00%,5,-,-,25660,25669,25796,17068,,盤後,,
2025/09/22,TX,202606  ,25548,-,-,25548,0,0.00%,10,25771,80,25763,25782,25731,20819,,一般,,
2025/09/22,TX,202606  ,25550,25620,25550,25620,72,0.28%,2,-,-,25602,25623,25731,20819,,盤後,,
2025/09/22,TX,202609  ,25404,25404,25404,25404,240,0.95%,5,25394,22,25377,25411,25404,24962,,一般,,
2025/09/22,TX,202609  ,-,-,-,-,-,-,0,-,-,25206,25256,25324,24962,,盤後,,
2025/09/23,TX,202510  ,26058,26328,26023,26273,380,1.47%,77069,26263,73045,26269,26273,26328,22803,,一般,,
2025/09/23,TX,202510  ,25864,26106,25792,26070,177,0.68%,40600,-,-,26063,26070,26106,22803,,盤後,,
2025/09/23,TX,202511  ,26062,26329,26030,26272,380,1.47%,1434,26271,1016,26272,26280,26329,23736,,一般,,
2025/09/23,TX,202511  ,25873,26110,25800,26066,174,0.67%,570,-,-,26065,26076,26110,23736,,盤後,,
2025/09/23,TX,202512  ,26031,26298,26022,26203,335,1.30%,102,26244,1016,26241,26248,26298,16873,,一般,,
2025/09/23,TX,202512  ,25833,26077,25787,26036,168,0.65%,59,-,-,26036,26048,26077,16873,,盤後,,
2025/09/23,TX,202603  ,26015,26185,25995,26185,367,1.42%,97,26201,531,26197,26205,26185,17068,,一般,,
2025/09/23,TX,202603  ,25750,25985,25750,25985,167,0.65%,8,-,-,25995,26006,25985,17068,,盤後,,
2025/09/23,TX,202606  ,26005,26095,26005,26079,308,1.20%,85,26153,149,26148,26158,26095,20819,,一般,,
2025/09/23,TX,202606  ,25984,25985,25984,25985,214,0.83%,6,-,-,25947,25960,25985,20819,,盤後,,
2025/09/23,TX,202609  ,-,-,-,-,-,-,0,25778,22,25762,25795,25404,24962,,一般,,
2025/09/23,TX,202609  ,-,-,-,-,-,-,0,-,-,25553,25601,25404,24962,,盤後,,
2025/09/24,TX,202510  ,26376,26393,26072,26237,-26,-0.10%,71446,26234,70919,26236,26238,26544,22803,,一般,,
2025/09/24,TX,202510  ,26263,26544,26245,26416,153,0.58%,58787,-,-,26405,26420,26544,22803,,盤後,,
2025/09/24,TX,202511  ,26390,26392,26087,26245,-26,-0.10%,789,26245,976,26247,26250,26545,23736,,一般,,
2025/09/24,TX,202511  ,26265,26545,26254,26396,125,0.48%,1117,-,-,26410,26429,26545,23736,,盤後,,
2025/09/24,TX,202512  ,26349,26349,26067,26228,-16,-0.06%,70,26228,1041,26227,26233,26500,16873,,一般,,
2025/09/24,TX,202512  ,26265,26500,26265,26343,99,0.38%,85,-,-,26386,26405,26500,16873,,盤後,,
2025/09/24,TX,202603  ,26089,26165,26020,26155,-46,-0.18%,16,26169,527,26167,26171,26411,17068,,一般,,
2025/09/24,TX,202603  ,26200,26411,26195,26250,49,0.19%,43,-,-,26331,26351,26411,17068,,盤後,,
2025/09/24,TX,202606  ,26277,26277,25992,26120,-33,-0.13%,24,26120,160,26119,26123,26350,20819,,一般,,
2025/09/24,TX,202606  ,26350,26350,26350,26350,197,0.75%,2,-,-,26283,26303,26350,20819,,盤後,,
2025/09/24,TX,202609  ,25778,-,-,25778,0,0.00%,9,25774,31,25754,25794,25404,24962,,一般,,
2025/09/24,TX,202609  ,-,-,-,-,-,-,0,-,-,25901,25966,25404,24962,,盤後,,
2025/09/25,TX,202510  ,26191,26283,26087,26097,-137,-0.52%,55994,26095,69269,26097,26101,26544,22803,,一般,,
2025/09/25,TX,202510  ,26231,26296,26108,26198,-36,-0.14%,37964,-,-,26194,26205,26544,22803,,盤後,,
2025/09/25,TX,202511  ,26195,26293,26105,26111,-134,-0.51%,701,26111,1158,26112,26119,26545,23736,,一般,,
2025/09/25,TX,202511  ,26253,26306,26123,26233,-12,-0.05%,568,-,-,26208,26224,26545,23736,,盤後,,
2025/09/25,TX,202512  ,26177,26236,26093,26093,-135,-0.51%,28,26093,1043,26096,26103,26500,16873,,一般,,
2025/09/25,TX,202512  ,26195,26270,26111,26211,-17,-0.06%,36,-,-,26189,26204,26500,16873,,盤後,,
2025/09/25,TX,202603  ,26111,26162,26049,26049,-120,-0.46%,15,26049,529,26047,26059,26411,17068,,一般,,
2025/09/25,TX,202603  ,26162,26172,26070,26070,-99,-0.38%,9,-,-,26129,26146,26411,17068,,盤後,,
2025/09/25,TX,202606  ,26072,26076,25989,25989,-131,-0.50%,23,25989,157,25990,25995,26350,20819,,一般,,
2025/09/25,TX,202606  ,26138,26138,26138,26138,18,0.07%,5,-,-,26077,26090,26350,20819,,盤後,,
2025/09/25,TX,202609  ,-,-,-,-,-,-,0,25660,32,25632,25688,25688,24962,,一般,,
2025/09/25,TX,202609  ,25688,25688,25688,25688,-86,-0.33%,1,-,-,25714,25777,25688,24962,,盤後,,
2025/09/26,TX,202510  ,25944,25991,25500,25669,-426,-1.63%,95718,25660,68993,25665,25668,26544,22803,,一般,,
2025/09/26,TX,202510  ,26065,26094,25845,26012,-83,-0.32%,58688,-,-,26013,26026,26544,22803,,盤後,,
2025/09/26,TX,202511  ,25960,26006,25540,25695,-416,-1.59%,1477,25695,1490,25685,25691,26545,23736,,一般,,
2025/09/26,TX,202511  ,26080,26108,25870,26040,-71,-0.27%,719,-,-,26028,26046,26545,23736,,盤後,,
2025/09/26,TX,202512  ,25964,25977,25519,25666,-427,-1.64%,302,25666,925,25663,25670,26500,16873,,一般,,
2025/09/26,TX,202512  ,26053,26070,25855,26026,-67,-0.26%,109,-,-,26017,26035,26500,16873,,盤後,,
2025/09/26,TX,202603  ,25837,25837,25550,25640,-409,-1.57%,74,25641,533,25643,25651,26411,17068,,一般,,
2025/09/26,TX,202603  ,25980,26020,25830,25995,-54,-0.21%,37,-,-,25969,25999,26411,17068,,盤後,,
2025/09/26,TX,202606  ,25773,25773,25507,25599,-390,-1.50%,45,25613,177,25609,25618,26350,20819,,一般,,
2025/09/26,TX,202606  ,25933,25933,25834,25919,-70,-0.27%,19,-,-,25915,25942,26350,20819,,盤後,,
2025/09/26,TX,202609  ,25270,25300,25270,25300,-360,-1.40%,3,25300,35,25272,25329,25688,24962,,一般,,
2025/09/26,TX,202609  ,25660,-,-,25660,0,0.00%,1,-,-,25568,25661,25688,24962,,盤後,,
2025/09/30,TX,202510  ,25800,26046,25797,25954,294,1.15%,58862,25953,68612,25954,25957,26544,22803,,一般,,
2025/09/30,TX,202510  ,25650,25792,25566,25742,82,0.32%,45532,-,-,25741,25748,26544,22803,,盤後,,
2025/09/30,TX,202511  ,25798,26056,25798,25968,273,1.06%,825,25967,1632,25965,25970,26545,23736,,一般,,
2025/09/30,TX,202511  ,25660,25808,25596,25757,62,0.24%,548,-,-,25756,25766,26545,23736,,盤後,,
2025/09/30,TX,202512  ,25782,26024,25782,25936,270,1.05%,49,25946,911,25943,25950,26500,16873,,一般,,
2025/09/30,TX,202512  ,25677,25770,25600,25762,96,0.37%,51,-,-,25733,25745,26500,16873,,盤後,,
2025/09/30,TX,202603  ,25866,25919,25830,25919,278,1.08%,43,25919,528,25918,25926,26411,17068,,一般,,
2025/09/30,TX,202603  ,25663,25735,25637,25735,94,0.37%,14,-,-,25714,25728,26411,17068,,盤後,,
2025/09/30,TX,202606  ,25827,25938,25827,25937,324,1.26%,5,25879,174,25876,25882,26350,20819,,一般,,
2025/09/30,TX,202606  ,25564,25616,25564,25616,3,0.01%,2,-,-,25677,25692,26350,20819,,盤後,,
2025/09/30,TX,202609  ,25572,25572,25525,25525,225,0.89%,3,25568,38,25544,25592,25688,24962,,一般,,
2025/09/30,TX,202609  ,25240,25384,25240,25379,79,0.31%,3,-,-,25341,25379,25688,24962,,盤後,,
2025/10/01,TX,202510  ,26094,26375,26000,26045,92,0.35%,77280,26043,68183,26044,26047,26544,22803,,一般,,
2025/10/01,TX,202510  ,25948,26161,25913,26130,177,0.68%,35252,-,-,26127,26130,26544,22803,,盤後,,
2025/10/01,TX,202511  ,26118,26382,26024,26061,94,0.36%,1102,26061,1655,26062,26068,26545,23736,,一般,,
2025/10/01,TX,202511  ,25978,26169,25940,26118,151,0.58%,320,-,-,26139,26146,26545,23736,,盤後,,
2025/10/01,TX,202512  ,26080,26350,26006,26050,104,0.40%,109,26050,944,26039,26046,26500,16873,,一般,,
2025/10/01,TX,202512  ,25935,26109,25927,26067,121,0.47%,26,-,-,26115,26123,26500,16873,,盤後,,
2025/10/01,TX,202603  ,26060,26252,26001,26001,82,0.32%,8,26016,523,26012,26020,26411,17068,,一般,,
2025/10/01,TX,202603  ,25900,26060,25900,26060,141,0.54%,37,-,-,26086,26095,26411,17068,,盤後,,
2025/10/01,TX,202606  ,-,-,-,-,-,-,0,25978,174,25974,25983,26350,20819,,一般,,
2025/10/01,TX,202606  ,-,-,-,-,-,-,0,-,-,26043,26052,26350,20819,,盤後,,
2025/10/01,TX,202609  ,25699,25869,25699,25869,301,1.18%,3,25657,37,25634,25680,25869,24962,,一般,,
2025/10/01,TX,202609  ,-,-,-,-,-,-,0,-,-,25707,25760,25688,24962,,盤後,,
2025/10/02,TX,202510  ,26459,26527,26381,26431,388,1.49%,57057,26424,69805,26428,26432,26544,22803,,一般,,
2025/10/02,TX,202510  ,25982,26445,25920,26421,378,1.45%,51865,-,-,26420,26424,26544,22803,,盤後,,
2025/10/02,TX,202511  ,26470,26540,26398,26444,383,1.47%,822,26438,1907,26444,26452,26545,23736,,一般,,
2025/10/02,TX,202511  ,25958,26456,25955,26430,369,1.42%,675,-,-,26431,26439,26545,23736,,盤後,,
2025/10/02,TX,202512  ,26455,26514,26388,26421,371,1.42%,56,26421,938,26421,26429,26514,16873,,一般,,
2025/10/02,TX,202512  ,25960,26428,25944,26400,350,1.34%,70,-,-,26407,26419,26500,16873,,盤後,,
2025/10/02,TX,202603  ,26450,26475,26365,26379,363,1.40%,30,26399,524,26396,26403,26475,17068,,一般,,
2025/10/02,TX,202603  ,25922,26405,25922,26405,389,1.50%,14,-,-,26383,26395,26411,17068,,盤後,,
2025/10/02,TX,202606  ,26428,26428,26428,26428,450,1.73%,1,26355,173,26350,26360,26428,20819,,一般,,
2025/10/02,TX,202606  ,26205,26361,26205,26361,383,1.47%,4,-,-,26338,26352,26361,20819,,盤後,,
2025/10/02,TX,202609  ,26125,26125,26042,26042,385,1.50%,7,26042,38,26013,26062,26125,24962,,一般,,
2025/10/02,TX,202609  ,25898,26049,25898,26049,392,1.53%,2,-,-,26006,26067,26049,24962,,盤後,,
2025/10/03,TX,202510  ,26480,26764,26388,26745,321,1.21%,68029,26736,71284,26741,26746,26764,22803,,一般,,
2025/10/03,TX,202510  ,26428,26607,26365,26427,3,0.01%,49045,-,-,26420,26424,26607,22803,,盤後,,
2025/10/03,TX,202511  ,26472,26780,26415,26760,322,1.22%,1360,26756,2412,26757,26766,26780,23736,,一般,,
2025/10/03,TX,202511  ,26438,26618,26395,26445,7,0.03%,852,-,-,26440,26448,26618,23736,,盤後,,
2025/10/03,TX,202512  ,26456,26756,26454,26756,335,1.27%,71,26740,938,26736,26745,26756,16873,,一般,,
2025/10/03,TX,202512  ,26416,26584,26383,26429,8,0.03%,94,-,-,26418,26429,26584,16873,,盤後,,
2025/10/03,TX,202603  ,26449,26723,26434,26715,316,1.20%,33,26715,540,26716,26725,26723,17068,,一般,,
2025/10/03,TX,202603  ,26449,26540,26449,26535,136,0.52%,9,-,-,26391,26402,26540,17068,,盤後,,
2025/10/03,TX,202606  ,26400,26664,26400,26664,309,1.17%,38,26685,201,26680,26691,26664,20819,,一般,,
2025/10/03,TX,202606  ,26358,26391,26342,26342,-13,-0.05%,4,-,-,26346,26358,26428,20819,,盤後,,
2025/10/03,TX,202609  ,26042,26281,26042,26281,239,0.92%,3,26354,41,26328,26381,26281,24962,,一般,,
2025/10/03,TX,202609  ,26145,26168,26112,26115,73,0.28%,6,-,-,26015,26060,26168,24962,,盤後,,
2025/10/07,TX,202510  ,27202,27356,26995,27322,586,2.19%,70532,27317,71648,27315,27322,27356,22803,,一般,,
2025/10/07,TX,202510  ,26769,26845,26632,26680,-56,-0.21%,42343,-,-,26674,26689,26845,22803,,盤後,,
2025/10/07,TX,202511  ,27250,27385,27027,27345,589,2.20%,1619,27348,2751,27343,27353,27385,23736,,一般,,
2025/10/07,TX,202511  ,26781,26862,26662,26698,-58,-0.22%,781,-,-,26698,26716,26862,23736,,盤後,,
2025/10/07,TX,202512  ,27245,27352,27020,27319,579,2.17%,103,27337,965,27332,27343,27352,16873,,一般,,
2025/10/07,TX,202512  ,26775,26829,26654,26677,-63,-0.24%,102,-,-,26683,26708,26829,16873,,盤後,,
2025/10/07,TX,202603  ,27048,27337,27048,27326,611,2.29%,18,27326,538,27322,27331,27337,17068,,一般,,
2025/10/07,TX,202603  ,26777,26792,26650,26650,-65,-0.24%,27,-,-,26664,26697,26792,17068,,盤後,,
2025/10/07,TX,202606  ,26990,27232,26990,27232,547,2.05%,24,27319,213,27312,27326,27232,20819,,一般,,
2025/10/07,TX,202606  ,26754,26757,26625,26625,-60,-0.22%,15,-,-,26628,26673,26757,20819,,盤後,,
2025/10/07,TX,202609  ,-,-,-,-,-,-,0,26982,41,26958,27007,26281,24962,,一般,,
2025/10/07,TX,202609  ,-,-,-,-,-,-,0,-,-,26280,26392,26281,24962,,盤後,,
2025/10/08,TX,202510  ,27061,27127,26912,27093,-224,-0.82%,58514,27093,69901,27093,27096,27396,22803,,一般,,
2025/10/08,TX,202510  ,27291,27396,27007,27040,-277,-1.01%,52105,-,-,27040,27043,27396,22803,,盤後,,
2025/10/08,TX,202511  ,27115,27164,26957,27133,-215,-0.79%,1513,27132,3216,27131,27137,27426,23736,,一般,,
2025/10/08,TX,202511  ,27324,27426,27050,27082,-266,-0.97%,1159,-,-,27082,27086,27426,23736,,盤後,,
2025/10/08,TX,202512  ,27077,27161,26969,27141,-196,-0.72%,119,27141,1030,27141,27146,27418,16873,,一般,,
2025/10/08,TX,202512  ,27300,27418,27082,27100,-237,-0.87%,106,-,-,27086,27106,27418,16873,,盤後,,
2025/10/08,TX,202603  ,27100,27169,26995,27149,-177,-0.65%,36,27149,542,27151,27159,27349,17068,,一般,,
2025/10/08,TX,202603  ,27305,27349,27100,27100,-226,-0.83%,9,-,-,27080,27088,27349,17068,,盤後,,
2025/10/08,TX,202606  ,27104,27154,27060,27153,-166,-0.61%,8,27153,218,27150,27158,27232,20819,,一般,,
2025/10/08,TX,202606  ,27096,27096,27050,27050,-269,-0.98%,2,-,-,27064,27071,27232,20819,,盤後,,
2025/10/08,TX,202609  ,-,-,-,-,-,-,0,26841,41,26801,26881,26281,24962,,一般,,
2025/10/08,TX,202609  ,-,-,-,-,-,-,0,-,-,26730,26810,26281,24962,,盤後,,
2025/10/09,TX,202510  ,27440,27455,27273,27335,242,0.89%,71155,27338,67679,27333,27335,27455,22803,,一般,,
2025/10/09,TX,202510  ,27025,27440,27000,27420,327,1.21%,48451,-,-,27416,27420,27440,22803,,盤後,,
2025/10/09,TX,202511  ,27449,27485,27319,27381,249,0.92%,7268,27387,8155,27383,27386,27485,23736,,一般,,
2025/10/09,TX,202511  ,27076,27470,27044,27452,320,1.18%,1364,-,-,27443,27456,27470,23736,,盤後,,
2025/10/09,TX,202512  ,27458,27480,27327,27375,234,0.86%,95,27375,1030,27376,27382,27480,16873,,一般,,
2025/10/09,TX,202512  ,27083,27454,27070,27454,313,1.15%,115,-,-,27438,27452,27454,16873,,盤後,,
2025/10/09,TX,202603  ,27450,27476,27325,27340,191,0.70%,50,27373,572,27372,27375,27477,17068,,一般,,
2025/10/09,TX,202603  ,27140,27477,27091,27477,328,1.21%,30,-,-,27446,27465,27477,17068,,盤後,,
2025/10/09,TX,202606  ,27404,27404,27348,27348,195,0.72%,4,27375,217,27372,27379,27404,20819,,一般,,
2025/10/09,TX,202606  ,27153,27153,27153,27153,0,0.00%,1,-,-,27443,27463,27232,20819,,盤後,,
2025/10/09,TX,202609  ,-,-,-,-,-,-,0,27090,41,27068,27112,26281,24962,,一般,,
2025/10/09,TX,202609  ,-,-,-,-,-,-,0,-,-,27126,27181,26281,24962,,盤後,,
2025/09/11,TX,202509/202510    ,-15,-9,-20,-10,-,-,781,-,-,-10,-9,7,-37,,一般,1830,
2025/09/11,TX,202509/202510    ,-19,-12,-19,-12,-,-,25,-,-,-16,-12,7,-37,,盤後,1236,
2025/09/11,TX,202509/202511    ,-,-,-,-,-,-,0,-,-,-10,-6,15,-36,,一般,71,
2025/09/11,TX,202509/202511    ,-,-,-,-,-,-,0,-,-,-22,-15,15,-36,,盤後,113,
